word,log_occurence
monie,-7.697313923
pshaw,-7.697933655
fetor,-7.698686184
tetes,-7.699300127
dirks,-7.699555185
heder,-7.6997042
toros,-7.699804277
axile,-7.700086695
reran,-7.700316473
antae,-7.700678474
izzat,-7.700773494
obiit,-7.701136468
teals,-7.70128953
epode,-7.701407135
linch,-7.70150055
buchu,-7.702070879
mesto,-7.702150614
ernes,-7.702233882
prigs,-7.702509847
tarty,-7.702576247
raths,-7.702587427
abram,-7.702750274
litas,-7.703062979
cogon,-7.7033331
ulnae,-7.703562626
lisle,-7.703716415
frith,-7.70383527
brava,-7.704424346
phons,-7.705164028
certy,-7.705414016
retie,-7.705422834
kopek,-7.7054401
tilak,-7.705511545
sippy,-7.706298972
liker,-7.706473394
guyot,-7.706493484
nodus,-7.706616915
houri,-7.707456499
tyros,-7.707727816
crost,-7.707822235
relie,-7.708010979
dobro,-7.708455798
ropey,-7.708589517
abbes,-7.709120625
mosso,-7.709197344
abysm,-7.709308865
tappa,-7.709569059
butty,-7.709661736
skool,-7.711383556
molas,-7.71147805
wonks,-7.711489966
vives,-7.711918022
micra,-7.712454207
negus,-7.712534006
stroy,-7.71361223
lamia,-7.714175991
decan,-7.714973523
felty,-7.715214275
alist,-7.715406694
balky,-7.715780718
spred,-7.716316355
slipt,-7.716337132
muzak,-7.71688217
fatly,-7.717087592
faqir,-7.717108043
ruing,-7.717139753
caver,-7.717219292
haint,-7.717643036
bogle,-7.717659716
jesse,-7.717787212
levin,-7.718513805
bedel,-7.718528291
stook,-7.719202226
vigas,-7.719609045
doges,-7.719698063
mulct,-7.719718193
quiff,-7.719738856
mercs,-7.719976836
argol,-7.720068258
skirl,-7.720147418
algum,-7.720427461
pitas,-7.721084232
gelid,-7.721298645
thrid,-7.72212931
mauri,-7.722573495
pacha,-7.722801356
tunds,-7.72421736
galut,-7.724369622
skelp,-7.724798028
doris,-7.724935475
chank,-7.724947978
wolds,-7.7257131
unlaw,-7.725781372
plaas,-7.726013392
garum,-7.726281347
kugel,-7.72633182
jambe,-7.726462333
pleon,-7.727026466
sophy,-7.727256394
helio,-7.727304973
umiak,-7.727350359
rases,-7.727514404
volva,-7.72761788
scuds,-7.727674531
primp,-7.728521183
blams,-7.728560413
vodun,-7.728736588
hexed,-7.729017549
ticky,-7.729112769
rebec,-7.729191942
saine,-7.729489499
namer,-7.730057
seism,-7.730150526
tsubo,-7.730357617
poops,-7.730555588
kahal,-7.730775655
imped,-7.730812706
trant,-7.730960032
salto,-7.731482571
pedro,-7.731561312
taxus,-7.731865978
logan,-7.732132514
claes,-7.732236237
grund,-7.732678241
lazar,-7.732942669
boxen,-7.733118613
limns,-7.733589679
gappy,-7.733839873
rawer,-7.733982062
capri,-7.735223365
darcy,-7.735462263
twits,-7.735931049
surra,-7.736105597
azoic,-7.736399993
potes,-7.736561752
mazed,-7.737000144
couth,-7.737003391
foley,-7.737599129
dover,-7.7377553
ogham,-7.737806297
stoss,-7.737909527
hosen,-7.737944532
anile,-7.738133183
riels,-7.738347576
felid,-7.738357409
rucks,-7.73866779
nival,-7.738830688
gimpy,-7.739089516
porky,-7.739266595
almug,-7.739481803
ficin,-7.739601703
brame,-7.740096087
fuero,-7.740291767
linos,-7.740749548
ancho,-7.740756323
sorer,-7.741133949
filar,-7.741347056
urned,-7.741384078
morne,-7.741413026
dotal,-7.741727797
jakes,-7.742963135
cheep,-7.743592596
slews,-7.743667263
sitka,-7.743709727
ossia,-7.743898432
bants,-7.743971128
saiga,-7.74459173
bebop,-7.744637552
frump,-7.74473171
penna,-7.744873645
pukes,-7.745048337
potts,-7.746061812
sloes,-7.746745139
fanes,-7.746856119
dinos,-7.747227392
urnal,-7.747514015
prang,-7.747725148
vezir,-7.748142861
vodou,-7.748866519
dweeb,-7.75012523
ketol,-7.750288644
burgs,-7.750681024
okays,-7.750720565
dores,-7.75088638
bosun,-7.751351672
puris,-7.751649736
oaked,-7.75223018
nieve,-7.753069258
heald,-7.753666835
orlop,-7.753721497
goths,-7.75507475
whens,-7.755076157
minae,-7.755374864
runty,-7.755434634
coles,-7.755566055
pavan,-7.755893991
somas,-7.756461672
speel,-7.756664732
mongo,-7.75680003
honds,-7.756884048
mooed,-7.757437718
seton,-7.757826829
raita,-7.757828287
lased,-7.758713528
scrag,-7.758886653
ribes,-7.758925136
slily,-7.759352002
felly,-7.760447933
ranga,-7.760710841
dater,-7.761045882
newed,-7.761255289
quean,-7.761365681
roils,-7.761398181
dinks,-7.761629082
comal,-7.761987884
hable,-7.762234723
thaim,-7.762460647
hakes,-7.762495416
pures,-7.76293368
aspis,-7.763350476
dited,-7.763366182
begad,-7.763489812
narcs,-7.76438499
almas,-7.764472909
celeb,-7.764878269
dorsa,-7.76556474
cawed,-7.766264231
chich,-7.766389051
steen,-7.766981798
loges,-7.767083279
damme,-7.767456703
buiks,-7.767728517
oller,-7.768712637
scots,-7.768717314
quoin,-7.768797401
cocos,-7.768840208
korai,-7.770651036
avize,-7.770697622
cooky,-7.770797373
glads,-7.771023191
papaw,-7.771100382
witan,-7.771147516
spirt,-7.77128362
mutch,-7.771450385
doser,-7.771566771
pinko,-7.771782001
sedum,-7.771869613
ceria,-7.7730247
kvass,-7.773075676
wurst,-7.77440188
kroon,-7.774624872
genua,-7.77500958
merle,-7.775162668
rheas,-7.775726653
masas,-7.775747989
betty,-7.776528785
vroom,-7.776676789
pilar,-7.776818079
zingy,-7.777168307
bolas,-7.777193094
tardo,-7.77726548
rushy,-7.77782725
neons,-7.779028372
baned,-7.779580316
nashi,-7.779760761
conks,-7.780236293
admix,-7.780251311
delos,-7.780638321
krait,-7.780850901
vesta,-7.780911511
debye,-7.78097272
sarod,-7.780992075
bilbo,-7.781005248
patte,-7.78141654
scums,-7.781947934
fusil,-7.782001825
fuzed,-7.7820505
hokku,-7.782340405
teras,-7.783142253
winze,-7.783310329
kerfs,-7.783999861
bibbs,-7.784310162
sheol,-7.784316331
stell,-7.784529174
bomas,-7.784832542
unpin,-7.784843629
jabot,-7.78495337
ravin,-7.78566412
jefes,-7.785983709
pulmo,-7.786234582
ceils,-7.786891678
dishy,-7.787178369
toons,-7.787381236
hamza,-7.78740856
etyma,-7.787447919
coypu,-7.787821127
grrrl,-7.788272529
kabob,-7.788556698
galop,-7.789392858
rewet,-7.791125317
vleis,-7.791445236
bigha,-7.791912563
piked,-7.791963003
saheb,-7.792288839
mirid,-7.792625142
fifer,-7.793067191
poule,-7.793092369
kloof,-7.793383189
scuta,-7.79351783
venge,-7.794056984
ricer,-7.794065281
lotos,-7.794533623
gibed,-7.794570195
burbs,-7.795691291
sucky,-7.796159049
acari,-7.796220007
telia,-7.79653795
bodle,-7.796844802
vegas,-7.797080375
pians,-7.797382587
cills,-7.797821826
ariot,-7.797837051
bendy,-7.798078389
diane,-7.799091272
tasse,-7.799105225
pilau,-7.799155864
mulla,-7.799491895
chive,-7.800089613
coper,-7.80032364
lobus,-7.80132909
bunts,-7.801333415
whirs,-7.801785648
teles,-7.802594106
stonn,-7.802752697
liers,-7.803071662
trist,-7.80328467
wains,-7.80346406
dodos,-7.803535714
iroko,-7.803915797
halva,-7.80433554
adsum,-7.804512436
smogs,-7.804674911
ziram,-7.804784104
redan,-7.805660738
karoo,-7.806671189
whomp,-7.806954645
zaire,-7.806958769
scall,-7.806995959
crine,-7.807025765
cusec,-7.807274582
smoko,-7.807444072
tamps,-7.808005534
hinny,-7.808042425
geest,-7.808079819
rowel,-7.808104839
botts,-7.808142244
birks,-7.808672223
craic,-7.80914956
romeo,-7.809241423
lisps,-7.809559032
kanga,-7.809623017
rawly,-7.809868487
nonny,-7.809887437
circs,-7.809908973
loral,-7.810138368
carrs,-7.810650243
toing,-7.8109948
fesse,-7.810995351
serre,-7.811125906
titis,-7.81122058
nudie,-7.811500897
botel,-7.811549665
burry,-7.811820567
tocks,-7.811820789
moira,-7.812126057
arked,-7.81381028
lomas,-7.814599265
turfy,-7.814689272
debes,-7.814887255
weald,-7.814931645
yowls,-7.81505769
atopy,-7.816362913
lusus,-7.81664348
musks,-7.816951708
fulls,-7.817074472
polje,-7.817121581
sprag,-7.817978559
ceder,-7.818055683
acock,-7.818139629
halwa,-7.818205445
boked,-7.818331278
whang,-7.818378104
fondu,-7.81839418
styes,-7.818630994
souce,-7.818765518
potto,-7.818778788
fatso,-7.818803976
dewan,-7.819106931
wally,-7.819131801
latah,-7.819160319
leary,-7.819226395
mopes,-7.819261879
finks,-7.819562453
pluto,-7.819760887
blive,-7.820605788
dunny,-7.820650243
geist,-7.821213642
brans,-7.821537764
diffs,-7.821866589
pinny,-7.822066253
cloye,-7.822336386
camas,-7.822982429
krays,-7.823503175
acold,-7.823835729
pilis,-7.823917705
borna,-7.82419521
ugali,-7.824285687
pilum,-7.824460922
greve,-7.825181697
sysop,-7.825436784
gally,-7.825531155
balas,-7.825857582
hevea,-7.826183717
abaci,-7.826216305
stoas,-7.826524431
huzza,-7.826709842
brins,-7.827843377
vails,-7.827861339
eikon,-7.827908761
withs,-7.827909306
rekey,-7.828234967
dixie,-7.829287444
ratel,-7.829294516
coign,-7.829564854
airer,-7.829690532
japes,-7.830537322
impis,-7.830680466
femal,-7.830762666
judas,-7.831028955
derry,-7.831126264
loden,-7.831197242
dhole,-7.831647466
aecia,-7.831846017
boofy,-7.832413432
flays,-7.832743777
dicts,-7.833615875
lards,-7.83380485
probs,-7.834491217
cutup,-7.835086414
denis,-7.835138058
tenno,-7.835186279
prahu,-7.835366907
brank,-7.835652528
bemad,-7.835663367
conge,-7.836094274
scops,-7.83691364
demob,-7.836966621
zendo,-7.837717723
phyle,-7.838385529
abune,-7.83878524
fitch,-7.839056894
nicol,-7.839305532
logie,-7.839552696
pilch,-7.839593799
scatt,-7.839781354
wushu,-7.840562668
gabby,-7.840766938
sybil,-7.840867751
alamo,-7.841038722
aloin,-7.841356076
allee,-7.841617582
hales,-7.842037465
whaur,-7.843287661
ihram,-7.843356384
dorks,-7.843411806
devis,-7.843509796
braza,-7.843623505
salue,-7.843702304
lordy,-7.843766329
bancs,-7.84407452
hames,-7.844251324
pelta,-7.844442545
sient,-7.844677035
huger,-7.845000569
parer,-7.845404562
indow,-7.84565838
anomy,-7.84571197
hared,-7.845908207
pricy,-7.845934194
laker,-7.846906776
clavi,-7.848206574
crees,-7.848536915
danny,-7.848589141
harim,-7.8491845
deshi,-7.849280208
prill,-7.850069959
tufty,-7.850333869
raver,-7.850865486
muter,-7.850936034
preon,-7.850938212
doffs,-7.851305583
nying,-7.851407418
piler,-7.851664593
dowse,-7.851754452
ferms,-7.851768698
sambo,-7.852000443
clunk,-7.852956682
calfs,-7.85301274
estro,-7.853193652
surds,-7.853378132
bigly,-7.853522412
doper,-7.853635588
tondi,-7.853655741
notal,-7.853773779
cardy,-7.855054005
creds,-7.855585382
etics,-7.856026888
deads,-7.856046691
scrod,-7.856189706
knops,-7.857114938
syrah,-7.857186534
farer,-7.857280242
nyala,-7.857335517
atomy,-7.857544977
vitas,-7.857798143
lulus,-7.858213258
etape,-7.858653482
burls,-7.859724489
helve,-7.859947127
torcs,-7.860053292
agria,-7.860227258
pases,-7.860285865
pewee,-7.860323871
tyler,-7.86074951
sluit,-7.860819855
maras,-7.861409576
hoars,-7.861567057
nelly,-7.861775026
laval,-7.86219895
nerol,-7.862688417
loafs,-7.862841699
viand,-7.862915635
flogs,-7.863503455
topee,-7.864049356
kikes,-7.864979675
shive,-7.86520154
ceiba,-7.86557467
veals,-7.865640735
tonka,-7.86604592
fonda,-7.866396742
zymes,-7.866703795
plumy,-7.866940244
chout,-7.867007535
piker,-7.867102102
dolci,-7.867427824
maneh,-7.867764895
octan,-7.86786449
whelm,-7.868047995
ouzel,-7.868121512
ratal,-7.868571375
petre,-7.868968257
chaco,-7.869392014
coapt,-7.869468398
sangs,-7.869919557
gived,-7.870051535
uncia,-7.870176662
antsy,-7.870317773
lamer,-7.870427297
coifs,-7.871146721
liefs,-7.871309838
shope,-7.871546444
amped,-7.871702474
blips,-7.872347279
jemmy,-7.87238215
cyder,-7.872592703
lases,-7.873380254
preve,-7.873606042
besit,-7.873698592
bronc,-7.873901851
modii,-7.87468049
prief,-7.875471562
rodes,-7.875736289
boeuf,-7.875883788
crudo,-7.87589334
lagan,-7.876022524
chave,-7.876210531
anyon,-7.876395983
nanna,-7.876514573
adman,-7.877080537
honda,-7.877358088
rhyta,-7.877414595
lited,-7.877415783
endue,-7.87746593
sayst,-7.877488573
colby,-7.877530018
mutha,-7.877856336
typal,-7.878390162
shere,-7.878689246
unlet,-7.878705638
ramis,-7.879041013
rased,-7.879400611
serow,-7.879627952
aviso,-7.880150109
tuath,-7.880450291
coqui,-7.88055931
unapt,-7.880763625
riley,-7.880826809
webby,-7.881363746
halfs,-7.881535425
earnt,-7.882134389
druse,-7.882156842
annat,-7.882364265
sotol,-7.882557959
vasal,-7.88258232
comae,-7.882726056
stere,-7.882978597
snoek,-7.883655325
breme,-7.88376909
duppy,-7.883835837
lades,-7.884245736
padri,-7.884351209
dewed,-7.884371173
segni,-7.884752252
crake,-7.884977009
lindy,-7.885681075
saugh,-7.885727797
minar,-7.88606723
favus,-7.886117275
lazzi,-7.886497455
noter,-7.886859701
bacha,-7.887046205
soyle,-7.887089906
desse,-7.887599754
laksa,-7.887632843
kukri,-7.887859004
vizor,-7.887899593
nites,-7.889417175
tanga,-7.889462374
agene,-7.889689058
prims,-7.889708872
mopey,-7.890228421
sowle,-7.890724846
faves,-7.890767874
platt,-7.890929927
tanna,-7.891406614
scuse,-7.89181837
beery,-7.892502873
rasta,-7.892733286
denar,-7.892757066
ranke,-7.893341824
brere,-7.893945004
ghazi,-7.894159875
rooty,-7.895209059
nauch,-7.895251772
thrip,-7.895530998
gleba,-7.895550635
frate,-7.895995581
rotal,-7.896045146
recks,-7.896141807
jugum,-7.896265688
takas,-7.896317942
uncap,-7.89637392
eyres,-7.896532463
basti,-7.896619088
jalap,-7.896913765
swoln,-7.897831119
pilei,-7.897918409
ramal,-7.898151793
educt,-7.89855724
kacha,-7.898811022
hefts,-7.899091593
betta,-7.899122464
burke,-7.899438701
albas,-7.900522031
busby,-7.90104354
quine,-7.901518723
spitz,-7.901978491
ahint,-7.90237227
booky,-7.902398662
curdy,-7.90254671
pongo,-7.90300723
unbar,-7.903570593
tsuba,-7.903735119
vends,-7.903944067
samen,-7.90402667
sapid,-7.904137057
buras,-7.904152472
pappi,-7.904441801
goral,-7.904652534
yawls,-7.904998049
bayer,-7.905156161
hoper,-7.905325349
yappy,-7.906138486
soots,-7.906462287
bindi,-7.907183205
confs,-7.907303639
trass,-7.907423255
abuna,-7.907875686
blaes,-7.908322374
duros,-7.909304359
dicer,-7.909430891
sture,-7.909535329
aloha,-7.909591147
trema,-7.910279909
woold,-7.910374768
musar,-7.91112997
kerne,-7.911669329
adyta,-7.912471373
tacho,-7.912722025
lippy,-7.912840245
impot,-7.912934088
narks,-7.913005645
blatt,-7.913182647
resit,-7.913240654
sicht,-7.913489369
caple,-7.913853728
goopy,-7.914184172
serin,-7.914315701
axled,-7.914405293
anigh,-7.914711818
dongs,-7.914767974
sorgo,-7.915286129
icier,-7.915490177
wuxia,-7.916039954
miasm,-7.916571321
korma,-7.916723335
fleer,-7.917099211
jawan,-7.917233997
rhine,-7.917248999
lehua,-7.917363629
neume,-7.917871698
daven,-7.917903561
ahull,-7.917990385
lilts,-7.918410154
marka,-7.918935487
hongs,-7.91942454
zuppa,-7.919607369
miaow,-7.919728754
sedgy,-7.920093763
ollie,-7.920213754
busty,-7.922067303
mayas,-7.922264346
bedim,-7.922359354
frust,-7.922713097
meint,-7.922740816
parrs,-7.92278337
trull,-7.922907412
turps,-7.923348828
scopa,-7.923416003
shute,-7.923419498
terce,-7.923423739
safed,-7.9241882
duras,-7.924461857
oncet,-7.925461996
baccy,-7.925463172
orant,-7.926400218
liman,-7.92663482
adios,-7.926785243
shoat,-7.927586722
hangi,-7.927656703
welly,-7.927947044
acers,-7.92804139
anole,-7.928522852
cutch,-7.928589725
crits,-7.928849903
busks,-7.929245811
stang,-7.929703016
hadal,-7.930352807
twink,-7.930454901
gobos,-7.930570083
pelas,-7.931186773
camis,-7.931890981
hoody,-7.932032491
maile,-7.932065173
omers,-7.932233542
marcs,-7.933000377
gyves,-7.933374449
lardy,-7.93337646
genro,-7.933627436
herse,-7.933717801
adred,-7.933803883
krewe,-7.934047665
peggy,-7.934204562
tyers,-7.934422509
abray,-7.935256798
redia,-7.935395812
racon,-7.936005983
rubin,-7.936711464
gauds,-7.937205054
taros,-7.937327868
hypes,-7.937559971
kevel,-7.937619096
maars,-7.938516401
trone,-7.938690928
loups,-7.93876493
mezze,-7.938852044
proas,-7.940123287
sizar,-7.940351003
glute,-7.940496096
benty,-7.940682554
letch,-7.940793609
haoma,-7.940834285
panni,-7.941051041
chico,-7.941411502
punji,-7.941725538
saker,-7.941901185
alula,-7.942625364
sorbs,-7.942760297
xylyl,-7.943548798
tazza,-7.943731
corno,-7.943731559
areae,-7.94388751
thill,-7.943897692
maror,-7.944143451
inust,-7.944185988
warst,-7.944315064
elver,-7.945724574
limba,-7.946012396
shojo,-7.946395157
musha,-7.946761632
tassa,-7.947060443
aitch,-7.947319955
shola,-7.948044899
gleys,-7.948154115
kondo,-7.948539044
meeds,-7.948571281
divis,-7.948689353
datal,-7.94909961
melty,-7.949117152
talak,-7.949214636
daube,-7.949396302
hebes,-7.949603501
bibes,-7.949820079
awner,-7.950206716
shool,-7.9503534
unsex,-7.950594279
inkle,-7.95085566
palsa,-7.951330998
pards,-7.952066113
peans,-7.952274871
bodhi,-7.952545599
clied,-7.952858511
hollo,-7.953100331
frist,-7.953219193
sames,-7.95384085
caron,-7.95444169
irade,-7.954461385
monal,-7.954603657
sewin,-7.955211487
sadza,-7.955658378
ogles,-7.955884333
tronc,-7.955965409
rines,-7.956062634
darns,-7.956086817
cadge,-7.956469317
gluer,-7.957113126
poilu,-7.957546701
convo,-7.957932907
misch,-7.95806264
lints,-7.958333313
bools,-7.959041147
kurus,-7.95916435
degus,-7.959214804
syren,-7.959609718
chams,-7.959796415
falaj,-7.960035906
fluty,-7.960802847
uraei,-7.961050486
dancy,-7.961293184
duing,-7.96146542
thorp,-7.961663177
koban,-7.961853064
molls,-7.9618964
nalas,-7.962200074
frier,-7.962230396
meths,-7.962630996
sprog,-7.962843979
pakka,-7.963110971
fudgy,-7.963684589
shogi,-7.963840826
mamey,-7.964389315
demoi,-7.964511808
klick,-7.964630053
ethne,-7.965309894
tasso,-7.965616781
laith,-7.967019732
lurgy,-7.967270192
roans,-7.967386018
bunco,-7.968267616
vlogs,-7.968691569
gants,-7.968823128
peris,-7.969054696
feres,-7.969062393
oribi,-7.969149165
prost,-7.969259827
tomos,-7.9694383
ealed,-7.970122485
fayne,-7.970253178
moria,-7.970584395
midis,-7.970620119
erick,-7.970657776
kirks,-7.970799221
unban,-7.970915047
quoll,-7.971331289
frats,-7.971604406
hooly,-7.97235495
roues,-7.972599815
devot,-7.972981681
amene,-7.973036028
ayont,-7.973172678
leets,-7.974044565
jirds,-7.974354199
peare,-7.97441892
braxy,-7.974567528
acnes,-7.97489578
sheva,-7.974896769
scudo,-7.974995713
pekoe,-7.975231039
zombi,-7.975623204
dexes,-7.975659197
aunes,-7.975806584
fouth,-7.975919033
ragga,-7.977335496
hypos,-7.97766142
praus,-7.977749514
caner,-7.977777355
gloop,-7.977994666
admen,-7.978039481
snell,-7.978240146
flory,-7.97848856
walis,-7.97852093
solan,-7.978748234
wakfs,-7.978988486
krais,-7.979228639
kerns,-7.979385851
folky,-7.979878469
fenny,-7.980347666
galah,-7.980486883
winey,-7.980679999
apage,-7.980911939
mavis,-7.981011881
raggy,-7.981419116
hinky,-7.981647243
blart,-7.981824225
scend,-7.981840165
livor,-7.982466644
cupel,-7.982578191
babul,-7.983896537
tafia,-7.984052136
fauve,-7.984124201
nocks,-7.984304693
tolar,-7.984910982
brise,-7.985195411
dusks,-7.985374108
ampul,-7.985706932
fungo,-7.985833576
griff,-7.986139131
corni,-7.986209095
doree,-7.986230542
carom,-7.986397686
shads,-7.986434965
cires,-7.986615703
whata,-7.986727307
linum,-7.986728959
conin,-7.986753757
hayed,-7.986754172
lader,-7.986953281
brule,-7.986974649
kudus,-7.987244512
retia,-7.987528921
soave,-7.987595481
draff,-7.987625449
gutty,-7.987801848
knurl,-7.988920163
waker,-7.989299972
campy,-7.989480358
cuvee,-7.989504613
spiff,-7.989507383
porty,-7.989609319
rutty,-7.989666016
reata,-7.989718881
pomes,-7.989932359
noint,-7.989998178
uhuru,-7.990030428
phene,-7.99009656
rotan,-7.990118731
cleek,-7.990163876
faros,-7.990410307
gamme,-7.991020454
biled,-7.991100993
acmes,-7.991783805
pawky,-7.99180887
fiere,-7.99192246
dobra,-7.992096714
rayne,-7.992206422
wynds,-7.993431827
napes,-7.993504473
fraus,-7.993558969
kadis,-7.99389688
zings,-7.993980967
idola,-7.99438227
dolia,-7.994645117
panim,-7.99514106
aport,-7.995166199
ponga,-7.995724117
mings,-7.995810693
spivs,-7.995918033
oxeye,-7.995973249
nicad,-7.996147729
bider,-7.997171407
subah,-7.997386227
gunge,-7.997929455
seric,-7.998401848
reave,-7.998443027
calmy,-7.998727064
hexad,-7.998797531
ratas,-7.999083011
pervy,-7.999208639
skive,-7.999349852
holts,-7.999706079
tases,-7.999798057
klong,-8.000267736
beedi,-8.002036222
trues,-8.002295298
daman,-8.00304595
choux,-8.003401282
filmi,-8.003998518
lowes,-8.004743066
pikul,-8.004861723
besee,-8.004892492
bolos,-8.005564236
piani,-8.005978506
carex,-8.006678811
fucus,-8.006684481
cukes,-8.006759251
laics,-8.007238816
graal,-8.007683278
tranq,-8.007723932
leavy,-8.008383364
viver,-8.008536327
hided,-8.008786933
quats,-8.00885737
melic,-8.00889929
onces,-8.009624109
aspie,-8.009652194
lucks,-8.01016926
rugal,-8.010970219
boyed,-8.011011708
wonts,-8.011058937
poofy,-8.011116485
wazoo,-8.01131069
gigot,-8.011471912
poopy,-8.011588249
bowne,-8.011817762
forze,-8.012261877
rared,-8.012358903
cohos,-8.012375895
bania,-8.012683591
nabla,-8.01283355
gesse,-8.013236708
nixie,-8.013242019
ocker,-8.013489345
dumas,-8.013818787
zincs,-8.014062588
rones,-8.014369486
siens,-8.015008094
unfix,-8.015069975
ilial,-8.015147481
raper,-8.015308271
toyon,-8.015367506
coppy,-8.015394145
myope,-8.015729478
stown,-8.015790365
roule,-8.015971939
frena,-8.016117168
poofs,-8.016365832
cunit,-8.016423545
laxed,-8.016478301
fremd,-8.016897273
pooka,-8.017066247
maiko,-8.017140892
riced,-8.017215978
tabid,-8.017721615
ranid,-8.018458683
tufas,-8.018705798
conns,-8.01917657
pully,-8.019235117
kadai,-8.019254857
skeps,-8.01955106
glary,-8.019893142
liane,-8.02000485
resus,-8.020143178
direr,-8.020202122
lowan,-8.020307686
unbid,-8.02086551
spang,-8.021074523
joeys,-8.021181162
yikes,-8.021331881
muxes,-8.021616669
deice,-8.021963656
soler,-8.022114545
golfs,-8.022382354
salol,-8.022888297
azole,-8.023837325
shent,-8.024319142
cutty,-8.025031123
mynas,-8.025053519
iftar,-8.025409737
donas,-8.025499843
blaws,-8.025730463
chads,-8.025872743
pratt,-8.025956637
bedad,-8.02596473
crims,-8.026659033
whins,-8.027261331
osmol,-8.027892762
baboo,-8.027909857
volet,-8.028256918
isnae,-8.028512234
jambu,-8.028553709
sudor,-8.028807437
heast,-8.028959984
gites,-8.029610794
dryas,-8.029891213
pulli,-8.030177641
oater,-8.030238771
veery,-8.030297498
denes,-8.030525237
spacy,-8.030832281
orlon,-8.031424171
tatou,-8.03168555
jimpy,-8.031698365
dhaba,-8.031747468
busti,-8.031753478
pucka,-8.032307076
aigas,-8.032582125
katas,-8.032875966
poort,-8.032932463
joual,-8.032946359
hazer,-8.033050244
slims,-8.033566011
toise,-8.033741259
salep,-8.034325896
seles,-8.03456233
shiur,-8.034576761
asana,-8.035080666
avion,-8.035514635
cosec,-8.035858867
pones,-8.036470994
prent,-8.036866381
gammy,-8.036915997
manky,-8.03726234
doggo,-8.037405879
atrip,-8.037443541
trank,-8.037497012
remen,-8.037904979
easts,-8.038327072
jarls,-8.03925326
ridgy,-8.039761608
unsee,-8.040445696
monty,-8.040450378
tyran,-8.040541842
grift,-8.040990728
horis,-8.041920301
yeans,-8.041972277
pursy,-8.042408663
anana,-8.042948062
fomes,-8.043019249
gimel,-8.043267424
noria,-8.0435975
tamin,-8.043728591
treen,-8.043981513
hoggs,-8.044001721
buran,-8.04446385
leese,-8.044633652
rimer,-8.044985141
wheen,-8.04501102
cosey,-8.045274773
torse,-8.045590072
guiro,-8.045796922
argal,-8.045829541
abuzz,-8.04651122
matza,-8.046905814
parve,-8.047310505
abele,-8.048104039
labra,-8.04825916
swang,-8.048359234
flued,-8.048410241
eaved,-8.0484426
fluky,-8.048544045
arums,-8.048995728
wiled,-8.049080674
grots,-8.049276777
unhip,-8.049776876
peart,-8.04991092
agars,-8.049929938
cumec,-8.050088793
tammy,-8.050338597
hejab,-8.050585447
yeahs,-8.05074471
bimbo,-8.051755502
fitte,-8.052540418
agrin,-8.05261996
skrik,-8.053389349
bogue,-8.053740535
dyked,-8.054078481
neper,-8.05603273
chino,-8.056128487
blite,-8.056305036
vendu,-8.056655394
talea,-8.056990183
softs,-8.057018851
laevo,-8.057290475
hongi,-8.057432358
talls,-8.057516698
basan,-8.057537122
paiks,-8.057659107
hajji,-8.058088477
aumil,-8.05896282
roids,-8.058971452
ghest,-8.059238011
slogs,-8.059480141
flams,-8.059838903
dints,-8.05986008
tacet,-8.059941191
twats,-8.059953308
doric,-8.05996499
zebus,-8.061201642
linns,-8.061629739
slubs,-8.061766808
aleck,-8.062190374
shawn,-8.06224966
orgia,-8.062967683
tythe,-8.063375181
alefs,-8.063441835
fazes,-8.063571134
algid,-8.064183189
effed,-8.064539532
solon,-8.064610822
reast,-8.064847052
volks,-8.065102255
refix,-8.065409336
weise,-8.065628265
punty,-8.065874189
cully,-8.066306345
hafiz,-8.066307296
rangs,-8.06636736
waxer,-8.066686867
taxer,-8.066798483
rueda,-8.066837175
merel,-8.066877588
aleft,-8.067160567
femes,-8.067985257
cauks,-8.068055189
farcy,-8.068163902
quist,-8.068849505
ammos,-8.069575349
alkie,-8.069788638
kofta,-8.070123603
usure,-8.07018639
gonia,-8.070401495
dayan,-8.070494924
yaars,-8.07061206
desis,-8.071231676
luaus,-8.07140935
pacas,-8.071529883
flubs,-8.071546226
miens,-8.071569587
ariki,-8.071743169
mucor,-8.071934834
artal,-8.07207576
marah,-8.072312109
tawse,-8.073053242
schul,-8.074330762
muntu,-8.075342896
cered,-8.075357692
oktas,-8.075647264
potin,-8.075827211
chows,-8.075934143
yuans,-8.07595628
craws,-8.076066289
coyer,-8.0761589
mimsy,-8.077179866
salmi,-8.077190575
gaper,-8.077299965
eigne,-8.07792036
lysol,-8.077969257
emong,-8.078341311
addio,-8.078423043
atilt,-8.078470021
asura,-8.078650207
seepy,-8.078861194
rumbo,-8.079295867
palki,-8.079364932
milor,-8.079976019
sains,-8.079996599
jells,-8.080566519
hygge,-8.080948228
psora,-8.080967901
cimex,-8.08153284
knish,-8.081631045
nixes,-8.082190061
incog,-8.082439653
ratos,-8.082493474
riata,-8.083525549
hying,-8.083713037
techy,-8.083758228
suids,-8.084083963
kerry,-8.084377799
serac,-8.084886007
mazer,-8.085090891
lehrs,-8.085489504
urial,-8.085701317
lethe,-8.085737043
swith,-8.086229107
pesty,-8.08626632
repla,-8.086814048
draps,-8.087246944
kales,-8.087317575
tubae,-8.087679403
fumet,-8.088016345
enoki,-8.088063476
aglet,-8.088132615
chaws,-8.088351054
